TimeStep,SOC_Baseline,SOC_Optimized,SoH,Runtime_Base_sec,Runtime_Opt_sec,OptimizerDecision,FinalDecision
474,21.14396234567898,24.61439623456792,98.46092197530871,34253.21899999995,39876.67340000003,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
475,21.135609259259226,24.61356092592595,98.45758493827168,34239.68699999995,39875.32190000003,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
476,21.127295679012313,24.612729567901255,98.4542437037038,34226.21899999995,39873.968700000034,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
477,21.118942592592564,24.61189425925928,98.45091827160502,34212.68699999995,39872.621900000035,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
478,21.110619135802438,24.61106191358027,98.44757703703712,34199.20299999996,39871.26870000004,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
479,21.102285802469105,24.610228580246936,98.44424765432107,34185.70299999996,39869.920300000034,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
480,21.093942592592565,24.609394259259282,98.44091432098774,34172.186999999954,39868.570300000036,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
481,21.085619135802443,24.608561913580267,98.43757703703713,34158.70299999996,39867.218700000034,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
482,21.077218518518492,24.60772185185187,98.43424765432107,34145.09399999996,39865.87030000003,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
483,21.06887530864195,24.606887530864217,98.43088740740748,34131.57799999996,39864.50940000003,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
484,21.06045493827158,24.606045493827178,98.42755012345687,34117.93699999996,39863.15780000003,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
485,21.052131481481457,24.605213148148163,98.42418197530871,34104.45299999996,39861.793700000024,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
486,21.043788271604917,24.60437882716051,98.42085259259265,34090.93699999997,39860.44530000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
487,21.035416666666645,24.603541666666683,98.41751530864204,34077.37499999996,39859.09370000003,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
488,21.027073456790102,24.602707345679026,98.41416666666673,34063.85899999997,39857.737500000025,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
489,21.026456172839485,24.602645617283965,98.4108293827161,34062.85899999997,39856.38590000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
490,21.024854938271584,24.602485493827174,98.41058246913586,34060.26499999996,39856.285900000024,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
491,21.020948765432077,24.602094876543223,98.4099419753087,34053.93699999996,39856.02650000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
492,21.01705246913578,24.601705246913593,98.40837950617289,34047.62499999996,39855.39370000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
493,21.013174691358003,24.601317469135815,98.40682098765437,34041.342999999964,39854.76250000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
494,21.009297530864178,24.600929753086433,98.40526987654326,34035.06199999997,39854.13430000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
495,21.00539135802467,24.60053913580248,98.40371901234573,34028.73399999997,39853.50620000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
496,21.001494444444425,24.600149444444455,98.40215654320993,34022.420999999966,39852.87340000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
497,20.997617283950596,24.599761728395073,98.40059777777782,34016.13999999997,39852.24210000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
498,20.99374012345677,24.59937401234569,98.39904691358029,34009.858999999975,39851.614000000016,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
499,20.989872222222207,24.59898722222223,98.39749604938277,34003.59299999997,39850.98590000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
500,20.98599506172838,24.59859950617285,98.39594888888892,33997.311999999976,39850.35930000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
501,20.982117901234552,24.598211790123464,98.3943980246914,33991.03099999998,39849.73120000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
502,20.978259876543195,24.597825987654332,98.39284716049386,33984.78099999997,39849.103100000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
503,20.97437283950616,24.597437283950626,98.39130395061733,33978.48399999998,39848.478100000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
504,20.970524691358012,24.59705246913581,98.3897491358025,33972.24999999998,39847.84840000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
505,20.96666666666665,24.59666666666668,98.38820987654324,33965.99999999998,39847.22500000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
506,20.962808641975293,24.596280864197542,98.38666666666671,33959.74999999998,39846.60000000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
507,20.958950617283932,24.595895061728406,98.38512345679017,33953.49999999997,39845.97500000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
508,20.955092592592575,24.59550925925927,98.38358024691362,33947.24999999997,39845.35000000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
509,20.951243827160475,24.59512438271606,98.38203703703708,33941.01499999998,39844.72500000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
510,20.947395679012327,24.594739567901243,98.38049753086425,33934.78099999997,39844.10150000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
511,20.94353765432097,24.59435376543211,98.37895827160497,33928.53099999997,39843.478100000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
512,20.93968888888887,24.593968888888902,98.37741506172844,33922.29599999997,39842.853100000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
513,20.935830864197513,24.593583086419766,98.37587555555561,33916.04599999997,39842.22960000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
514,20.931972839506155,24.59319728395063,98.37433234567906,33909.79599999997,39841.60460000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
515,20.92809567901233,24.59280956790125,98.37278913580252,33903.51499999997,39840.97960000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
516,20.92398703703702,24.592398703703715,98.371238271605,33896.858999999975,39840.35150000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
517,20.920032716049366,24.59200327160495,98.36959481481486,33890.45299999997,39839.68590000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
518,20.91609753086418,24.59160975308643,98.3680130864198,33884.07799999997,39839.04530000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
519,20.912171604938255,24.59121716049384,98.36643901234572,33877.71799999997,39838.40780000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
520,20.9082172839506,24.590821728395074,98.36486864197536,33871.311999999976,39837.771800000024,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
521,20.904262962962946,24.590426296296304,98.3632869135803,33864.90599999997,39837.13120000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
522,20.90032777777776,24.590032777777786,98.36170518518522,33858.53099999997,39836.49060000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
523,20.89637345679011,24.589637345679023,98.36013111111114,33852.12499999997,39835.85310000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
524,20.8924185185185,24.589241851851863,98.35854938271609,33845.71799999997,39835.212500000016,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
525,20.888493209876525,24.588849320987663,98.35696740740745,33839.358999999975,39834.57180000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
526,20.884529012345663,24.58845290123458,98.35539728395065,33832.93699999997,39833.93590000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
527,20.880583950617265,24.588058395061736,98.35381160493831,33826.54599999997,39833.29370000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
528,20.87664876543208,24.58766487654322,98.35223358024695,33820.170999999966,39832.654600000016,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
529,20.872694444444427,24.587269444444456,98.35065950617287,33813.76499999997,39832.01710000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
530,20.86874012345677,24.58687401234569,98.34907777777782,33807.358999999975,39831.37650000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
531,20.864814814814796,24.58648148148149,98.34749604938276,33800.99999999996,39830.735900000014,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
532,20.860850617283933,24.586085061728404,98.34592592592595,33794.57799999997,39830.10000000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
533,20.856915432098745,24.585691543209887,98.34434024691362,33788.20299999997,39829.45780000002,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
534,20.853009259259238,24.585300925925935,98.34276617283955,33781.87499999997,39828.820300000014,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
535,20.849045061728376,24.58490450617285,98.34120370370374,33775.45299999997,39828.187500000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
536,20.84509999999998,24.58451000000001,98.3396180246914,33769.06199999997,39827.54530000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
537,20.84107777777776,24.584107777777785,98.33804000000003,33762.54599999997,39826.90620000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
538,20.83716234567899,24.58371623456791,98.33643111111114,33756.202999999965,39826.25460000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
539,20.833236419753067,24.58332364197532,98.33486493827164,33749.842999999964,39825.62030000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
540,20.829301234567883,24.5829301234568,98.33329456790128,33743.467999999964,39824.98430000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
541,20.82534691358023,24.58253469135803,98.3317204938272,33737.06199999997,39824.346800000014,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
542,20.82143086419751,24.582143086419762,98.33013876543212,33730.71799999997,39823.706200000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
543,20.817515432098745,24.581751543209883,98.32857234567905,33724.37499999996,39823.07180000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
544,20.813589506172818,24.58135895061729,98.32700617283953,33718.01499999996,39822.437500000015,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
545,20.809673456790104,24.58096734567902,98.32543580246916,33711.67099999997,39821.801500000016,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
546,20.805738271604916,24.5805738271605,98.32386938271608,33705.295999999966,39821.16710000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
547,20.801841975308623,24.58018419753087,98.322295308642,33698.98399999996,39820.52960000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
548,20.797887654320967,24.579788765432102,98.32073679012348,33692.577999999965,39819.89840000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
549,20.793913580246894,24.579391358024697,98.31915506172841,33686.13999999997,39819.25780000001,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
550,20.790017283950597,24.579001728395063,98.31756543209879,33679.827999999965,39818.614,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
551,20.78608209876541,24.578608209876545,98.31600691358025,33673.452999999965,39817.982800000005,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
552,20.782137037037014,24.578213703703707,98.31443283950618,33667.06199999997,39817.3453,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
553,20.7782209876543,24.577822098765434,98.31285481481483,33660.717999999964,39816.7062,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
554,20.774266666666648,24.577426666666664,98.31128839506174,33654.31199999996,39816.071800000005,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
555,20.77032160493825,24.577032160493825,98.30970666666666,33647.920999999966,39815.4312,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
556,20.76640617283948,24.57664061728395,98.3081286419753,33641.577999999965,39814.7921,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
557,20.762470987654297,24.576247098765432,98.3065624691358,33635.202999999965,39814.1578,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
558,20.7585259259259,24.575852592592593,98.30498839506173,33628.811999999954,39813.5203,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
559,20.754609876543185,24.575460987654317,98.30341037037037,33622.46799999996,39812.881199999996,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
560,20.750674691357997,24.5750674691358,98.30184395061727,33616.09299999996,39812.24679999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
561,20.746730246913554,24.574673024691357,98.3002698765432,33609.70299999996,39811.6093,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
562,20.742814197530837,24.57428141975308,98.29869209876543,33603.35899999996,39810.97029999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
563,20.738879012345652,24.573887901234563,98.29712567901232,33596.98399999995,39810.3359,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
564,20.734933950617258,24.573493395061725,98.29555160493825,33590.59299999995,39809.6984,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
565,20.73103765432096,24.573103765432098,98.2939735802469,33584.28099999995,39809.05929999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
566,20.727092592592562,24.572709259259256,98.29241506172839,33577.889999999956,39808.4281,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
567,20.723157407407378,24.572315740740738,98.29083703703702,33571.51499999995,39807.789,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
568,20.7192320987654,24.57192320987654,98.28926296296295,33565.15599999995,39807.1515,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
569,20.715277777777747,24.571527777777774,98.28769283950616,33558.74999999995,39806.51559999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
570,20.711322839506142,24.571132283950615,98.2861111111111,33552.34299999995,39805.87499999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
571,20.707426543209845,24.570742654320988,98.28452913580246,33546.03099999995,39805.2343,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
572,20.70349135802466,24.57034913580247,98.28297061728395,33539.65599999995,39804.60309999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
573,20.699546296296262,24.569954629629628,98.28139654320988,33533.26499999995,39803.965599999996,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
574,20.695659259259227,24.569565925925925,98.27981851851851,33526.96799999995,39803.3265,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
575,20.69176296296293,24.569176296296295,98.2782637037037,33520.65599999995,39802.6968,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
576,20.687866049382684,24.56878660493827,98.27670518518518,33514.34299999995,39802.0656,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
577,20.683930864197496,24.56839308641975,98.27514641975309,33507.96799999995,39801.4343,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
578,20.67999567901231,24.567999567901232,98.273572345679,33501.59299999995,39800.7968,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
579,20.676080246913546,24.567608024691356,98.27199827160493,33495.24999999994,39800.15929999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
580,20.6721833333333,24.567218333333333,98.27043209876543,33488.93699999995,39799.525,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
581,20.668248148148113,24.566824814814815,98.26887333333333,33482.56199999994,39798.89369999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
582,20.664303086419718,24.566430308641973,98.26729925925926,33476.170999999944,39798.256199999996,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
583,20.66040679012342,24.566040679012342,98.26572123456789,33469.85899999994,39797.617099999996,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
584,20.656509876543176,24.565650987654315,98.26416271604937,33463.545999999944,39796.98589999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
585,20.652574691357987,24.565257469135798,98.26260395061726,33457.170999999944,39796.35459999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
586,20.648649382716012,24.5648649382716,98.26102987654319,33450.81199999994,39795.71709999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
587,20.644743209876506,24.56447432098765,98.2594597530864,33444.48399999994,39795.08119999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
588,20.64080802469132,24.56408080246913,98.2578972839506,33438.10899999994,39794.44839999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
589,20.636872839506136,24.563687283950614,98.25632320987653,33431.73399999994,39793.8109,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
590,20.63295679012342,24.563295679012338,98.25474913580246,33425.38999999994,39793.17339999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
591,20.629060493827122,24.56290604938271,98.25318271604935,33419.07799999994,39792.53899999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
592,20.625134567901195,24.562513456790118,98.25162419753084,33412.71799999994,39791.90779999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
593,20.621190123456753,24.562119012345676,98.25005382716047,33406.327999999936,39791.271799999995,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
594,20.617293209876507,24.561729320987652,98.2484760493827,33400.01499999994,39790.63279999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
595,20.613387037037,24.5613387037037,98.24691728395061,33393.68699999994,39790.00149999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
596,20.609470987654284,24.560947098765425,98.2453548148148,33387.34299999994,39789.3687,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
597,20.6055358024691,24.560553580246907,98.2437883950617,33380.967999999935,39788.73429999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
598,20.601629629629592,24.56016296296296,98.24221432098763,33374.63999999994,39788.09679999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
599,20.597733333333295,24.55977333333333,98.24065185185184,33368.327999999936,39787.46399999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
600,20.59379814814811,24.559379814814815,98.23909333333332,33361.952999999936,39786.83279999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
601,20.589862962962926,24.558986296296297,98.23751925925926,33355.577999999936,39786.1953,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
602,20.585956790123415,24.558595679012342,98.23594518518519,33349.24999999994,39785.557799999995,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
603,20.582049999999963,24.558205,98.23438271604937,33342.92099999994,39784.924999999996,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
604,20.57811481481478,24.55781148148148,98.23282,33336.54599999994,39784.2921,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
605,20.574170370370332,24.557417037037037,98.23124592592592,33330.15599999994,39783.654599999994,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
606,20.570273456790087,24.55702734567901,98.22966814814815,33323.842999999935,39783.0156,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
607,20.5663382716049,24.556633827160496,98.22810938271604,33317.467999999935,39782.3843,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
608,20.562412962962924,24.556241296296296,98.22653530864199,33311.10899999994,39781.7468,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
609,20.558496913580207,24.555849691358024,98.22496518518518,33304.764999999934,39781.1109,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
610,20.55458086419749,24.555458086419748,98.2233987654321,33298.42099999994,39780.4765,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
611,20.550684567901197,24.555068456790117,98.22183234567899,33292.10899999994,39779.842099999994,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
612,20.54673024691354,24.554673024691354,98.22027382716047,33285.702999999936,39779.21089999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
613,20.542785185185146,24.55427851851851,98.21869209876542,33279.31199999993,39778.570299999985,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
614,20.538888888888852,24.55388888888888,98.21711407407405,33272.999999999935,39777.93119999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
615,20.534962962962926,24.553496296296288,98.21555555555553,33266.639999999934,39777.29999999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
616,20.53101851851848,24.553101851851842,98.21398518518515,33260.24999999994,39776.66399999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
617,20.527121604938234,24.55271216049382,98.21240740740737,33253.93699999994,39776.02499999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
618,20.523225308641937,24.55232253086419,98.21084864197528,33247.62499999994,39775.393699999986,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
619,20.519290123456752,24.55192901234567,98.20929012345675,33241.24999999994,39774.76249999999,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
620,20.515345061728357,24.55153450617283,98.20771604938268,33234.85899999994,39774.124999999985,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
621,20.51144814814811,24.551144814814805,98.20613802469131,33228.545999999944,39773.485899999985,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
622,20.50755185185181,24.550755185185174,98.20457925925922,33222.23399999994,39772.854599999984,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
623,20.503616666666627,24.550361666666657,98.2030207407407,33215.85899999994,39772.22339999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
624,20.499662345678974,24.54996623456789,98.20144666666663,33209.452999999936,39771.585899999984,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
625,20.49576543209873,24.549576543209863,98.19986493827156,33203.13999999994,39770.94529999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
626,20.491869135802432,24.549186913580236,98.19830617283945,33196.82799999994,39770.31399999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
627,20.487924074074037,24.548792407407397,98.19674765432094,33190.43699999994,39769.68279999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
628,20.48397901234564,24.548397901234555,98.19516962962959,33184.04599999994,39769.04369999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
629,20.480082716049345,24.548008271604925,98.19359160493822,33177.73399999994,39768.40459999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
630,20.4761858024691,24.547618580246898,98.1920330864197,33171.42099999994,39767.77339999998,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
631,20.472231481481444,24.547223148148134,98.19047432098759,33165.01499999994,39767.142099999975,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
632,20.468287037037,24.54682870370369,98.18889259259254,33158.62499999994,39766.50149999997,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
633,20.464390123456756,24.546439012345665,98.18731481481475,33152.31199999995,39765.862499999974,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
634,20.460454938271567,24.546045493827144,98.18575604938266,33145.93699999994,39765.23119999997,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
635,20.456509876543173,24.545650987654305,98.18418197530858,33139.545999999944,39764.593699999976,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
636,20.452613580246876,24.545261358024675,98.18260395061722,33133.233999999946,39763.954599999975,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
637,20.44869753086416,24.544869753086402,98.1810454320987,33126.88999999994,39763.32339999997,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
638,20.444762345678974,24.544476234567885,98.17947901234561,33120.51499999994,39762.68899999997,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
639,20.44081790123453,24.54408179012344,98.17790493827154,33114.12499999994,39762.05149999997,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, LEDs, Heater"
