TimeStep,SOC_Baseline,SOC_Optimized,SoH,Runtime_Base_sec,Runtime_Opt_sec,OptimizerDecision,FinalDecision
0,24.99969135802469,24.99996913580247,24.99996913580247,80999.00000000001,809999.0,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
1,24.999382716049386,24.99993827160494,24.99993827160494,80998.0,809998.0,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
2,24.99907684326172,24.999908447265625,24.999908447265625,80997.0078125,809996.9375,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
3,24.998767852783203,24.999876022338867,24.999876022338867,80996.0078125,809995.9375,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
4,24.99846076965332,24.999845504760742,24.999845504760742,80995.0078125,809994.875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
5,24.998151779174805,24.999813079833984,24.999813079833984,80994.015625,809993.875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
6,24.997844696044922,24.999780654907227,24.999780654907227,80993.015625,809992.875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
7,24.99753761291504,24.9997501373291,24.9997501373291,80992.015625,809991.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
8,24.997228622436523,24.999717712402344,24.999717712402344,80991.015625,809990.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
9,24.996919631958008,24.99968719482422,24.99968719482422,80990.0234375,809989.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
10,24.996612548828125,24.999656677246094,24.999656677246094,80989.03125,809988.8125,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
11,24.99630355834961,24.999624252319336,24.999624252319336,80988.0234375,809987.75,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
12,24.995996475219727,24.99959373474121,24.99959373474121,80987.03125,809986.75,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
13,24.995689392089844,24.999561309814453,24.999561309814453,80986.03125,809985.6875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
14,24.995380401611328,24.999528884887695,24.999528884887695,80985.03125,809984.75,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
15,24.995071411132812,24.99949836730957,24.99949836730957,80984.0390625,809983.6875,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
16,24.99476432800293,24.999465942382812,24.999465942382812,80983.0390625,809982.625,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
17,24.994457244873047,24.999435424804688,24.999435424804688,80982.0390625,809981.625,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
18,24.99414825439453,24.999404907226562,24.999404907226562,80981.0390625,809980.625,SHED_NON_CRITICAL_LOAD,"Priority Shedding: Fan, Heater, LEDs"
